listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual dijual cepat rumah baru di bintaro,wiji budiawan ,Bintaro,,Bintaro,78,3,1,1150000000.0,0
dijual cluster termurah serpong village one,taofik muliadi ,,Ciputat,Ciputat,55,3,2,690000000.0,0
dijual thown house murah griya damai ciater,taofik muliadi ,Alam Sutera,,,89,3,2,1100000000.0,0
dijual dijual rumah hook delatinos bsd minimalis siap huni,ellen ,BSD,Serpong,Serpong,250,4,3,3700000000.0,2
dijual cluster serpong village one termurah,taofik muliadi ,Alam Sutera,,,55,3,2,690000000.0,0
dijual thown house mewah murah ciputat tangsel,taofik muliadi ,,Ciputat,Ciputat,150,5,3,2800000000.0,0
dijual thown house murah bsd,taofik muliadi ,Alam Sutera,,,89,3,2,1100000000.0,0
dijual green serua residance,taofik muliadi ,,Ciputat,Ciputat,80,3,2,1700000000.0,0
dijual termurah rumah tangerang dekat gerbang tol pamulang,agung ,Pamulang,Pamulang,Benda,120,3,2,1500000000.0,0
dijual termurah rumah tangerang dekat gerbang tol pamulang,ahmad ,Pamulang,Pamulang,Benda,120,3,2,1500000000.0,0
dijual cluster termurah serpong village one,taofik muliadi ,Serpong,Serpong,Serpong,55,3,2,690000000.0,0
dijual town house mewah murah bsd siap huni,taofik muliadi ,BSD,,,89,3,2,1100000000.0,0
dijual thown house murah griya damai ciater,taofik muliadi ,BSD,,,89,3,2,1100000000.0,0
dijual town house bagus asri sejuk murah bsd,taofik muliadi ,BSD,,,89,3,2,1100000000.0,0
dijual graha buana mansion,taofik muliadi ,Bintaro,,Bintaro,135,4,3,1700000000.0,0
dijual cluster serpong village one termurah,taofik muliadi ,BSD,,,55,3,2,690000000.0,0
dijual bintaro sektor 7 kebayoran residence,rosi ,Bintaro,,Bintaro,300,5,3,6500000000.0,2
dijual diskon puluhan juta cluster cassa village lokasi strategis dekat pusat kota bsd,fitriana ,BSD,,,45,3,2,700000000.0,0
dijual cluster cassa village hunian murah super minimalis cuma 700jtaan,fitriana ,BSD,Serpong,Serpong,45,3,2,700000000.0,0
dijual hunian paling strategis di bsd cuma 600jutaan aja,fitriana ,BSD,,,48,3,2,685000000.0,0
dijual bintaro jaya sektor 3 camar,rosi ,Bintaro,,Bintaro,300,4,4,4000000000.0,2
dijual synthesis homes cirende,ardian ,Cirendeu,Ciputat,Ciputat,87,3,2,2224440000.0,0
dijual bintaro jaya sektor 3 camar,rosi ,Bintaro,,Bintaro,250,4,3,5500000000.0,2
dijual sinar pamulang permai,hendro kurniawan ,,Ciputat,Ciputat,180,5,4,949000000.0,0
dijual bsd city griya loka,robby ,BSD,,,150,5,4,2950000000.0,0
dijual dijual rumah luas di taman giri loka bsd hanya 5 menit ke stasiun rawabuntu,erica citra s ,BSD,,,400,8,6,7500000000.0,1
dijual rumah di summarecon serpong cluster caribbean flamingo residence,christo ,BSD,Serpong,Serpong,126,3,2,3300901211.0,0
dijual diskon 100 juta rumah scandinavian 3 lantai bebas banjir dekat pondok aren,berlin ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual dijual rumah cantik di nerada townhouse ciputat,oman komarudin ,,Ciputat,Ciputat,155,4,4,2200000000.0,0
dijual pondok benda pamulang,ida ,Pamulang,Pamulang,,40,2,2,599000000.0,0
dijual tangerang selatan,diqi ,Serpong,Serpong,Serpong,66,3,3,62800000.0,0
dijual dijual rumah 3 lantai banyak promo dan bonus akses mudah ciputat timur,berlin ,,Ciputat,Ciputat,132,3,2,1580000000.0,0
dijual rumah dijual di sektor 2 bintaro jaya dekat cendrawasih garuda sektor 1,edwin bright ,Bintaro,,Bintaro,500,4,6,6000000000.0,1
dijual dijual cepat rumah cantik siap huni lingkungan aman nyaman di bsd,kartika ,BSD,,,62,2,2,1650000000.0,0
dijual dijual cepat rumah cantik 2 lantai siap huni di duta bintaro,kartika ,Bintaro,,Bintaro,250,4,4,1750000000.0,2
dijual rumah di gading serpong strozzi at summarecon serpong,christo ,Gading Serpong,Serpong,Serpong,92,3,2,2400901211.0,0
dijual ciputat timur,reza ,,Ciputat,Ciputat,73,3,2,1400000000.0,0
dijual ciputat,reza ,,Ciputat,Ciputat,73,3,2,1400000000.0,0
dijual serpong park,yulia hwa ,Serpong,Serpong,Serpong,60,3,1,850000000.0,0
dijual pamulang permai,nila ,Pamulang,Pamulang,,170,3,2,1350000000.0,0
dijual rumah dijual di pinguin bintaro jaya sektor 3 dekat pondok indah,edwin bright ,Bintaro,,Bintaro,480,7,4,8900000000.0,1
dijual dijual rumah brand new siap huni daerah graha raya bintaro tw 0595ec,wilma ,Bintaro,,Bintaro,150,5,4,2000000000.0,0
dijual reni jaya,ida ,Pamulang,Pamulang,Benda,54,2,2,820000000.0,0
dijual rumah dijual lokasi bagus dekat dengan club house asri nyaman teduh,lingga t ,Bintaro,,Bintaro,300,0,0,5500000000.0,2
dijual rumah dijual di dekat camar mandar bintaro sektor 3,edwin bright ,Bintaro,,Bintaro,300,5,3,6750000000.0,2
dijual dijual murah serpong park dekat binus school,nany sutikno ,BSD,,,60,3,1,850000000.0,0
dijual hunian bebas banjir desain scandinavian 3 lantai dekat pondok aren tangsel,anah ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual rumah di jual lokasi asri nyaman dan dekat tol bintaro pondok indah,lingga t ,BSD,,,450,0,0,8000000000.0,1
dijual strozzi at symphonia summarecon 081285153957,ari kurniawan sepriansyah ,Gading Serpong,Serpong,Serpong,144,4,3,2680000000.0,0
dijual rumah bangunan baru di bintaro sektor 9 bagus dan modern,sherly ,Bintaro,,Bintaro,198,4,4,3000000000.0,2
dijual rumah dijual di graha bintaro nyaman dan strategis,lingga t ,Bintaro,,Bintaro,100,0,0,2200000000.0,0
dijual dijual rumah 3 lantai bonus canopy dan toren akses dekat ciputat timur,anah ,,Ciputat,Ciputat,132,3,2,1580000000.0,0
dijual di jual rumah di foresta bsd,meta anggraeni ,BSD,,,90,4,3,2350000000.0,0
dijual laurel nava park higher living,jason adi ,BSD,,,441,5,4,14500000000.0,1
dijual pavilion residence,yanti lisa ,BSD,,,208,4,4,3250000000.0,2
dijual dijual rumah hitung tanah di ciputat,reesye rinny ,,Ciputat,Ciputat,400,3,3,7000000000.0,1
dijual rumah 2 lantai di welton at hierra bsd city konsep classic modern,christo ,BSD,,,166,4,4,3500900001.0,2
dijual dijual rumah ready stock di serpong bintaro tangerang dalam cluster aman lokasi strategis,ira rahmi pradani ,Serpong,Serpong,Serpong Utara,120,4,4,1950000000.0,0
dijual dijual rumah bintaro sektor 9 9230,teddy alfiansyah ,Bintaro,,Bintaro,166,4,3,2300000000.0,0
dijual rumah murah di bintaro sektor 9 ada kolam renang bagus dua lantai,sherly ,Bintaro,,Bintaro,260,5,6,4500000000.0,2
dijual dijual rumah dalam cluster dan bersih siap huni kawasan bintaro tw 0596ec,wilma ,Bintaro,,Bintaro,86,4,4,1450000000.0,0
dijual rumah dijual brand new di bintaro sektor 9 ada private pool rooftop,kartika ,Bintaro,,Bintaro,492,6,8,7600000000.0,1
dijual jl sd inpres cirendeu ciputat timur,eko jarot warsito ,,Ciputat,Ciputat,250,8,6,4800000000.0,2
dijual safia garden,eko jarot warsito ,,Setu,,36,2,1,397000000.0,0
dijual komplek pondok karya cempaka putih ciputat timur,eko jarot warsito ,,Ciputat,Ciputat,170,4,3,2200000000.0,0
dijual hunian salak view residance,taofik muliadi ,Gading Serpong,Serpong,Serpong,65,3,2,690000000.0,0
dijual rumah dijual di dekat camar mandar bintaro sektor 3,ika indayanti ,Bintaro,,Bintaro,300,5,3,6750000000.0,2
dijual jl kampung batas pondok betung,eko jarot warsito ,,Pondok Aren,Pondok Aren,120,3,2,450000000.0,0
dijual serpong park,lucky ,Serpong,Serpong,Serpong,60,3,1,850000000.0,0
dijual bintaro sektor 6,eko jarot warsito ,,Ciputat,Ciputat,255,6,6,5900000000.0,2
dijual river pak bintaro sek 8,eko jarot warsito ,Bintaro,,Bintaro,600,6,8,7800000000.0,1
dijual trulek sektor 9 bintaro jaya,eko jarot warsito ,Bintaro,,Bintaro,120,3,1,1650000000.0,0
dijual pisok sek 3 bintaro jaya,eko jarot warsito ,Bintaro,,Bintaro,120,3,4,2500000000.0,0
dijual discaferi yola bintaro,eko jarot warsito ,Bintaro,,Bintaro,180,5,4,3950000000.0,2
dijual komplek pertamina pondok ranji,eko jarot warsito ,,Ciputat,Ciputat,100,3,2,1150000000.0,0
dijual rumah dijual sektor 2 bintaro jaya dekat cendrawasih garuda sektor 1 bintaro jaya,ika indayanti ,Bintaro,,Bintaro,500,4,6,6000000000.0,1
dijual kebayoran symponi bintaro,eko jarot warsito ,Bintaro,,Bintaro,249,5,4,5600000000.0,2
dijual ready stok 5 juta all in dp 0 5 menit dari universitas pamulang,dwi putri ,Bintaro,Pamulang,Bintaro,40,2,1,590000000.0,0
dijual rumah pamulang siap huni dekat alun alun pamulang,dwi putri ,Pamulang,Pamulang,,40,2,1,595000000.0,0
dijual rumah nyaman dan asri di senayan bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,550,7,5,9000000000.0,1
dijual kebayoran bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,120,4,4,3100000000.0,0
dijual discovery lumina bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,149,4,3,4400000000.0,2
dijual permata bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,220,5,4,3600000000.0,2
dijual emerald bintaro sektor 9,endang kumalasari ,Bintaro,,Bintaro,123,6,4,3400000000.0,0
dijual senayan bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,550,7,5,8750000000.0,1
dijual kebayoran residence bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,500,4,6,11000000000.0,1
dijual taman puri bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,150,4,4,3500000000.0,0
dijual bintaro jaya sektor 8,endang kumalasari ,Bintaro,,Bintaro,600,8,6,15000000000.0,1
dijual,endang kumalasari ,Bintaro,,Bintaro,83,4,3,2100000000.0,0
dijual,endang kumalasari ,Bintaro,,Bintaro,150,4,4,3500000000.0,0
dijual dijual hunian bebas banjir diskon 100 juta akses dekat ciputat timur,anna ,,Ciputat,Ciputat,132,3,2,1580000000.0,0
dijual,endang kumalasari ,Bintaro,,Bintaro,600,5,5,16500000000.0,1
dijual,endang kumalasari ,Bintaro,,Bintaro,300,5,4,5975000000.0,2
dijual,endang kumalasari ,Bintaro,,Bintaro,161,5,4,3550000000.0,0
dijual discovery bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,150,5,4,3300000000.0,0
dijual discovery bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,180,5,4,3700000000.0,2
dijual discovery serenity bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,161,5,4,3550000000.0,0
dijual serpong park,meta anggraeni ,Serpong,Serpong,Serpong,140,2,2,1050000000.0,0
dijual discovery bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,155,5,4,3300000000.0,0
dijual flamingo caribbean summarecon serpong,april ,Serpong,Serpong,Serpong,158,5,4,4300000000.0,2
dijual discovery fiore bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,127,4,4,4200000000.0,0
dijual discovery bintaro jaya sektor 9,endang kumalasari ,Bintaro,,Bintaro,250,5,4,4500000000.0,2
dijual kebayoran bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,250,4,3,5900000000.0,2
dijual kebayoran residence bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,330,5,5,6900000000.0,2
dijual,endang kumalasari ,Bintaro,,Bintaro,300,5,4,4500000000.0,2
dijual kebayoran residence bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,300,6,5,5000000000.0,2
dijual kebayoran bintaro jaya sektor 7,endang kumalasari ,Bintaro,,Bintaro,225,5,4,4700000000.0,2
dijual kebayoran villas bintaro jaya sektor 7,endang kumalasari ,Bintaro,Pondok Aren,Pondok Aren,305,6,4,7000000000.0,2
dijual dijual rumah tapih dalam culster siap huni daerah graha raya tw vr 0597ec,wilma ,Bintaro,,Bintaro,80,3,2,1350000000.0,0
dijual di jual cepet rumah golden stone di serpong,novi maya ,Serpong,Serpong,Serpong,41,2,2,850000000.0,0
dijual gardenia estate,ida ,,Ciputat,Ciputat,200,5,4,2500000000.0,2
dijual rumah siap huni dp 0,erdy juliardi ,,Pondok Aren,Pondok Aren,65,3,2,1190000000.0,0
dijual green orchid residence ext,nauqi irfan fakhrijal ,BSD,,,55,3,2,954500000.0,0
dijual rumah siap huni subsidi biaya kpr,erdy juliardi ,Bintaro,,Bintaro,65,3,2,1300000000.0,0
dijual dp 0 di bintaro,erdy juliardi ,,Pondok Aren,Pondok Aren,66,3,2,1380000000.0,0
dijual rumah murah di menteng bintaro sektor 7 siap huni,sherly ,Bintaro,,Bintaro,300,7,4,4200000000.0,2
dijual serong park cluster emerald serpong,vemby ,Serpong,Serpong,Serpong,60,3,1,850000000.0,0
dijual hunian murah 3 lantai bebas banjir desain scandinavian dekat pondok aren,hanna ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual bintaro jaya sektor 3a,yanti lisa ,Bintaro,,Bintaro,350,6,5,7400000000.0,2
dijual properti baru cluster bintaro pesanggrahan,ruecman ,Bintaro,,Bintaro,92,3,2,1450000000.0,0
dijual dijual rumah siap huni di serpong tangerang jalan lebar dekat ke tol,ira rahmi pradani ,Serpong,Serpong,Serpong,180,5,1,2100000000.0,0
dijual dijual cepat rumah siap huni cluster eldora graha bintaro,ira rahmi pradani ,Bintaro,,Bintaro,80,3,2,1350000000.0,0
dijual dijual rumah ready stock di serpong bintaro tangerang dalam cluster aman lokasi strategis,ira rahmi pradani ,Serpong,Serpong,Serpong Utara,120,4,4,2290000000.0,0
dijual alam sutera renata,liana fang ,Gading Serpong,Serpong,Serpong,400,4,4,9500000000.0,1
dijual rumah dijual luas dan nyaman siap huni di pondok aren tanggerang,ninin risty ,,Pondok Aren,Pondok Aren,290,6,5,2500000000.0,2
dijual brassia depark,linna s ,BSD,,,450,4,5,11500000000.0,1
dijual cluster heron persembahan summarecon gading serpong jaminan mutu 5man,ari kurniawan sepriansyah ,Pamulang,Pamulang,,207,5,4,5112000000.0,2
dijual lakewood navapark,linna s ,BSD,,,418,5,4,13500000000.0,1
dijual flamingo gading serpong,linna s ,Gading Serpong,Serpong,Serpong,144,3,3,3600000000.0,0
dijual dijual rumah mewah hoek bsd,linna s ,BSD,,,675,10,5,7500000000.0,1
dijual depark bsd,linna s ,BSD,,,300,4,4,8000000000.0,2
dijual de park heliconia bsd,linna s ,BSD,,,350,4,3,8500000000.0,1
dijual milano gading serpong,linna s ,Gading Serpong,Serpong,Serpong,65,3,2,1350000000.0,0
dijual discovery bintaro,nani roestini ,Bintaro,,Bintaro,150,4,3,3500000000.0,0
dijual hunian 3 lantai lokasi strategis bebas banjir akses dekat pondok aren tangsel,rudi wahrudi ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual gading serpong phg,liana fang ,Gading Serpong,Serpong,Serpong,200,4,3,3500000000.0,2
dijual the icon bsd city,stella fidelia ,BSD,,,318,7,5,5500000000.0,2
dijual visana bsd city,stella fidelia ,BSD,,,133,4,3,3000000000.0,0
dijual teras golf terrace bsd tangsel,stella fidelia ,BSD,,,785,10,6,17000000000.0,1
dijual rumah cantik terawat sutera olivia alam sutera semi furnished,stella fidelia ,Alam Sutera,,,250,3,3,5200000000.0,2
dijual bsd city cluster de maja de park bsd city,stella fidelia ,BSD,,,230,5,5,5500000000.0,2
dijual bahamas de latinos bsd,stella fidelia ,BSD,,,370,4,5,6250000000.0,2
dijual rumah baru di kawasan asri dan strategis dekat tol cluster blossomville the green bsd city,stella fidelia ,BSD,,,550,4,4,9500000000.0,1
dijual panorama bintaro,ari achmad qussyairi ,,Ciputat,Ciputat,50,3,1,900000000.0,0
dijual rumah 3 lantai minimalis di kebayoran harmony bintaro gb 9878,gabie ,Bintaro,,Bintaro,225,4,3,3300000000.0,2
dijual dijual rumah scandinavian 3 lantai bebas banjir dekat ciputat timur,rudi wahrudi ,,Ciputat,Ciputat,132,3,2,1580000000.0,0
dijual rumah sisi jalan desain sederhana di sektor 2 bintaro jaya sc 9897,gabie ,Bintaro,,Bintaro,250,4,5,9500000000.0,2
dijual di jual rumah di taman chrysant 2 bsd,meta anggraeni ,BSD,,,165,5,4,2700000000.0,0
dijual rumah mewah akses dekat toll di menteng residence bintaro dm 9908,gabie ,Bintaro,,Bintaro,400,5,3,8250000000.0,1
dijual dijual hunian nyaman bebas banjir konsep scandinavian akses dekat pondok aren,hana ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual dijual rumah aman dan nyaman semi furnished di camar bintaro gb 9916,gabie ,Bintaro,,Bintaro,290,3,3,4900000000.0,2
dijual rumah minimalis di pamulang,iman nurhadiansyah ,Pamulang,Pamulang,,80,3,3,1300000000.0,0
dijual rumah 2lantai dekat kantor walikota di pamulang,iman nurhadiansyah ,Pamulang,Pamulang,,80,3,3,1400000000.0,0
dijual jual cepat rumah 2 lantai cluster patagonia delatinos bsd city,jonathan andrianto ,BSD,,,100,2,2,1900000000.0,0
dijual rumah bagus nyaman dan asri serpong park tangerang selatan,gatot song ,Serpong,Serpong,Serpong,60,2,2,925000000.0,0
dijual dijual hunian elegan 3 lantai bebas banjir akses mudah dekat pondok aren tangsel,anah ,,Pondok Aren,Pondok Aren,132,3,2,1580000000.0,0
dijual giardina foresta bsd,stella fidelia ,BSD,,,320,5,5,5750000000.0,2
dijual the green bsd city,stella fidelia ,BSD,,,300,5,4,4200000000.0,2
dijual bahamas delatinos bsd tangsel,stella fidelia ,BSD,,,527,4,4,10000000000.0,1
dijual rumah 3 lantai konsep scandinavian diskon hingga 100 juta dekat ciputat timur,anah ,,Ciputat,Ciputat,132,3,2,1580000000.0,0
dijual bintaro sektor 7 sawah baru tangerang selatan wt 8506,wanti ,Bintaro,,Bintaro,163,5,4,3300000000.0,0
dijual dijual rumah 2 lantai di kawasan premium gelagah cirendeu jalan tembus cirendeu cinere akses mudah,hendra ,Cirendeu,Ciputat,Ciputat,65,3,2,1675000000.0,0
dijual turun harga rumah cantik di de latinos cluster carrabean bsd,ratih widowati ,BSD,,,122,3,2,1950000000.0,0
dijual rumah baru dan cantik di nusaloka bsd,ratih widowati ,BSD,,,160,3,3,2250000000.0,0
dijual dijual rumah kos 14 kamar di green bsd cibogo,ratih widowati ,BSD,,,200,10,2,1700000000.0,0
dijual bangunan baru dan cantik rumah di griya loka bsd,ratih widowati ,BSD,,,150,3,2,3075000000.0,0
dijual rumah minimalis di cluster santiago delatinos bsd,ratih widowati ,BSD,,,127,3,3,1600000000.0,0
dijual rumah hook di giriloka 2 bsd,ratih widowati ,BSD,,,340,6,5,4800000000.0,2
dijual rumah cantik siap huni di brazilia delatinos bsd,ratih widowati ,BSD,,,168,3,2,3200000000.0,0
dijual rumah cantik siap huni di delatinos bsd,ratih widowati ,BSD,,,250,6,3,3850000000.0,2
dijual rumah cantik di cluster viola graha raya,ratih widowati ,Serpong,Serpong,Serpong Utara,70,2,3,1400000000.0,0
dijual serpong park 2,ratih widowati ,Serpong,Serpong,Serpong,145,3,3,2650000000.0,0
dijual dijual rumah cantik di cluster alba alam sutera,ratih widowati ,Alam Sutera,,,300,4,3,5300000000.0,2
dijual dijual rumah baru lokasi premium mewah dan harga terbaik,ratih widowati ,BSD,,,140,4,3,2049999999.0,0
dijual dijual cepat rumah di the green cluster manhattan forum bsd,ratih widowati ,BSD,,,340,5,4,6000000000.0,2
dijual dijual rumah baru lokasi premium mewah dan harga terbaik,ratih widowati ,BSD,,,140,4,3,2749999999.0,0
dijual rumah baru di kencana loka bsd,ratih widowati ,BSD,,,65,3,2,1500000000.0,0
dijual rumah cantik di delatinos bsd cluster la vintage,ratih widowati ,BSD,,,540,5,5,10500000000.0,1
dijual di jual via lelang perumahan river valley residence jl autumn hills boulevard no 32 kel cirendeu c,danis ,,Ciputat,Ciputat,200,3,2,4000000000.0,2
dijual rumah cireundeu jual cepat bagus dekat bandara pondok cabe,dadang rosniandar dadang drd ,,Ciputat,Ciputat,250,4,4,1700000000.0,2
dijual rumah komp pondok aren dekat pintu tol perigi,dadang rosniandar dadang drd ,,Pondok Aren,Pondok Aren,75,2,1,890000000.0,0
dijual dijual rumah cantik lingkungan nyaman cluster bintaro jaya sektor 7,meilinis zulkifli ,Bintaro,,Bintaro,150,2,2,3400000000.0,0
dijual puspita loka bsd tangerang,samsul bachtiar ,BSD,,,270,5,4,3600000000.0,2
dijual rumah pamulang barat,berlantin ,Pamulang,Pamulang,,80,4,3,1614000000.0,0
dijual dijual rumah elite bintaro tangerang selatan,eferedo ,Bintaro,,Bintaro,72,2,2,1300000000.0,0
dijual dijual rumah cluster hitung tanah bintaro jaya sektor 9 tangerang selatan,qadrina ,Bintaro,,Bintaro,150,4,3,12000000000.0,2
dijual jual cepat rumah the icon bsd city termurah,antonio adolpo ,BSD,,,77,3,2,1875000000.0,0
dijual rumah di lembah pinus pamulang barat,rahma ,Pamulang,Pamulang,,120,5,2,975000000.0,0
dijual rumah mewah dan baru semi furnish vermont bsd di jual cepat,purba ,BSD,,,300,5,4,6500000000.0,2
dijual bintaro rumah mewah 2 lantai dalam komplek lingkungan tenang aman,anna ,Bintaro,,Bintaro,800,7,5,14000000000.0,1
dijual the green bsd,meni lie ,BSD,,,99,3,2,2900000000.0,0
dijual rumah di perum bale perigi pondok aren siap huni,fahmi rizwansyah ,,Pondok Aren,Pondok Aren,75,3,2,1600000000.0,0
dijual jual rumah 2lantai anti banjir paling murah di bsd,fitriana ,BSD,,,45,3,2,650000000.0,0
dijual super murah promo cashback besar besaran casa village bsd,fitriana ,BSD,Serpong,Serpong,47,3,2,674000000.0,0
dijual rumah 2lantai dekat tol jorr ciputat tangerang selatan,daryo ,,Ciputat,Ciputat,73,3,2,1400000000.0,0
dijual rumah mewah dijual 4unit 2lantai dekat tol bintaro,daryo ,Bintaro,,Bintaro,90,3,2,1700000000.0,0
dijual rumah dijual nyaman asri super luas puspita dekat sekolah akses tol bsd puspita loka,sonya ,BSD,,,320,5,4,7500000000.0,2
dijual bsd delatinos,susy ,BSD,,,180,3,2,3500000000.0,2
dijual dijual rumah rumah siap huni dekat stasiun kereta di bintaro,putu dewi ,Bintaro,,Bintaro,78,3,2,2100000000.0,0
dijual bsd eminent precia,marlon ,BSD,,,150,3,3,3400000000.0,0
dijual bsd the green,marlon ,BSD,,,160,3,3,3250000000.0,0
dijual rumah dijual villa melati mas di serpong tangerang selatan,sri aryati ,Serpong,Serpong,Serpong,70,3,1,1950000000.0,0
dijual bsd angrek loka,marlon ,BSD,,,120,3,2,2800000000.0,0
